obj_id,name,confidence,width,height,left,top,obs_confidence,parents_name,image_name
c6f320ab-83a4-394b-86af-1675354bb586,Road,99.66458129882812,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
9dd049d7-acb0-33ab-b47d-49d237e50126,Street,99.58206939697266,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
0481e7d1-e1a0-3534-88ce-27fa23a7784b,Urban,99.58206939697266,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
ed8251d0-2a1f-3ac4-9a34-2c9cea78313c,Building,99.58206939697266,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
a8beb089-19ab-3bbe-822d-f6890e6f1c41,City,99.58206939697266,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
719857b5-5d9b-302b-95f7-8884df5f3b23,Town,99.58206939697266,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
16306bad-d89b-3012-9b87-f747a58327dd,Person,98.80751037597656,0.09776979684829712,0.21324071288108826,0.014749288558959961,0.5916021466255188,98.80751037597656,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
3d1f7f37-c486-3e78-8a4e-9c2a9010c94f,Human,98.80751037597656,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
1996fd11-516f-36ff-bea7-866c0124be72,Car,98.0631332397461,0.044271182268857956,0.04108686372637749,0.5666778087615967,0.5117174983024597,92.65599060058594,Vehicle,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
2f69477d-6830-3012-937c-b91e7f90cac7,Vehicle,98.0631332397461,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
0de1b6d9-5f7a-382b-a0fd-f23568557c08,Automobile,98.0631332397461,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
ee4e1a61-8986-3275-995d-5a3fb0a804a1,Transportation,98.0631332397461,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
1998110a-bb29-362c-9131-a6fcf9ea9fde,Neighborhood,94.8284683227539,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
c43a15d6-d1ab-30a4-b0b0-282ddd858f9c,Freeway,79.103515625,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
e1e891ba-6597-3395-ae3d-9cb5291acffa,Highway,75.02490234375,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
047c23a9-1526-3ac0-acb4-c71e92102a6a,Intersection,74.44866943359375,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
65b17866-7d18-3446-80b7-195d3879cddb,Metropolis,70.84284210205078,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
c47e61e7-6b5f-3391-8e9e-2575726c44e7,Housing,68.77092742919922,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
e89f8171-b39a-3a15-8d90-fba1378b4796,Tarmac,67.56204986572266,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
a263d7ac-8c62-3e12-ab6a-af1f07156877,Asphalt,67.56204986572266,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
312c4af7-4eb8-397c-ace9-24f6e28f87cf,Path,66.75125122070312,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
d4bfd736-5894-39b1-b0e0-b4e7255f2d63,Downtown,56.48536682128906,,,,,,,ChokChai4_img_13-7954807_100-6031016_a187-21598902886774_s270_y0_f90_1.jpg
ddfd5bc6-d25c-38fb-b07a-96d1b9235f0c,Garage,98.87884521484375,,,,,,,ChokChai4_img_13-7955799_100-6031141_a187-21598902886774_s270_y0_f90_1.jpg
eb607d75-f2a4-3eb7-a5df-79bb1c9633d0,Urban,69.96300506591797,,,,,,,ChokChai4_img_13-7955799_100-6031141_a187-21598902886774_s270_y0_f90_1.jpg
6bc2a010-5401-36f3-8873-b12003c82c06,Tree,66.93067932128906,,,,,,,ChokChai4_img_13-7955799_100-6031141_a187-21598902886774_s270_y0_f90_1.jpg
dfdcb14b-2af1-3689-b0e6-f5be55e7bc62,Plant,66.93067932128906,,,,,,,ChokChai4_img_13-7955799_100-6031141_a187-21598902886774_s270_y0_f90_1.jpg
4900950e-91e5-39ca-ba61-58b335ec78b0,Garage,91.11176300048828,,,,,,,ChokChai4_img_13-7956791_100-6031267_a187-21598902886774_s270_y0_f90_1.jpg
b36313b2-786f-38f3-9cc0-857442ec7e60,Tree,88.98728942871094,,,,,,,ChokChai4_img_13-7956791_100-6031267_a187-21598902886774_s270_y0_f90_1.jpg
3973eedc-2f24-32d6-bfea-b8f59fe17fc8,Plant,88.98728942871094,,,,,,,ChokChai4_img_13-7956791_100-6031267_a187-21598902886774_s270_y0_f90_1.jpg
6a0407d4-eeea-361c-9eb9-c794deae3a9f,Utility Pole,88.13286590576172,,,,,,,ChokChai4_img_13-7956791_100-6031267_a187-21598902886774_s270_y0_f90_1.jpg
