image_name,label
0_img_13-7503322_100-57205_a113-1808609_s203-1808609_y0_f90_1.jpg,Pickup
10001_img_13-6190788256619_100-386276719866_s90_f90_y0_1_12-2020.jpg,Van
10003_img_13-8378227_100-5667176_a73-92893578_s343-92893578_y0_f90_1.jpg,Sedan
10004_img_13-707759928068_100-372362024212_s90_f90_y0_1_01-2021.jpg,Sedan
10006_img_13-7079091322756_100-374430823321_s90_f90_y0_1_01-2021.jpg,Pickup
10007_img_13-6607724956288_100-405464018483_s270_f90_y0_1_05-2021.jpg,Sedan
10010_img_13-8025048_100-5582125_a279-9938451_s189-99384510000004_y0_f90_1.jpg,Sedan
10011_img_13-7589483_100-5700994_a2-126169087_s92-126169087_y0_f90_1.jpg,Hatchback
10012_img_13-7899079_100-5859828_a181-5023204_s271-50232040000003_y0_f90_1.jpg,SUV
10013_img_13-6810304870584_100-475000271284_s90_f90_y0_1_02-2021.jpg,Sedan
10015_img_13-6365534708623_100-40383593166_s270_f90_y0_1_05-2021.jpg,Pickup
10018_img_13-6710721016876_100-453444609731_s270_f90_y0_1_07-2021.jpg,Hatchback
10019_img_13-6911890760995_100-407338336679_s270_f90_y0_1_06-2021.jpg,Pickup
1001_img_13-6789775626653_100-46731420547_s270_f90_y0_1_02-2021.jpg,Pickup
10027_img_13-653972177443_100-405000180118_s270_f90_y0_1_05-2021.jpg,Sedan
1002_img_13-8085284_100-5768249_a177-1972865_s267-1972865_y0_f90_1.jpg,Sedan
10030_img_13-7476789_100-5793998_a123-3110381_s213-31103810000002_y0_f90_1.jpg,Sedan
10034_img_13-7082608720066_100-378490174435_s90_f90_y0_1_06-2021.jpg,SUV
1003_img_13-7102528481879_100-402777820793_s270_f90_y0_1_01-2021.jpg,Sedan
10043_img_13-8043828_100-5956622_a183-4147689_s273-4147689_y0_f90_1.jpg,Sedan
10044_img_13-7701487_100-5593821_a8-53574349_s278-53574349_y0_f90_1.jpg,Pickup
10047_img_13-8513125_100-5590683_a126-0702179_s36-07021789999999_y0_f90_1.jpg,Sedan
1004_img_13-6198661234693_100-387339786423_s270_f90_y0_1_05-2021.jpg,SUV
10055_img_13-7440496939538_100-542836557362_s90_f90_y0_1_08-2020.jpg,Sedan
10058_img_13-6663178440056_100-405653578791_s90_f90_y0_1_11-2020.jpg,Sedan
10061_img_13-6599088438514_100-435366402446_s90_f90_y0_1_02-2021.jpg,Pickup
10062_img_13-7712317_100-5628657_a92-8989143_s2-8989143000000013_y0_f90_1.jpg,Hatchback
10064_img_13-7912517_100-5783633_a269-3050114_s359-3050114_y0_f90_1.jpg,Sedan
10067_img_13-6367482398176_100-404028881792_s270_f90_y0_1_05-2021.jpg,Pickup
1006_img_13-6676387000615_100-405923742004_s270_f90_y0_1_05-2021.jpg,Sedan
10072_img_13-6208918151677_100-388082596828_s270_f90_y0_1_12-2020.jpg,Pickup
10079_img_13-7800514159498_100-439192610806_s90_f90_y0_1_02-2021.jpg,Sedan
1007_img_13-6931714480185_100-407483804647_s270_f90_y0_1_06-2021.jpg,Sedan
10080_img_13-6805825933542_100-471941731028_s90_f90_y0_1_12-2020.jpg,Hatchback
10085_img_13-6810309447138_100-473444461198_s270_f90_y0_1_08-2020.jpg,SUV
10089_img_13-8031826_100-5563665_a9-499816159_s279-499816159_y0_f90_1.jpg,Sedan
1008_img_13-7903321_100-5527977_a271-1306681_s181-13066809999998_y0_f90_1.jpg,Pickup
10094_img_13-7837603_100-582968_a106-6178142_s196-6178142_y0_f90_1.jpg,Hatchback
10095_img_13-7005907538195_100-406865641816_s90_f90_y0_1_06-2021.jpg,Hatchback
10099_img_13-8539105_100-569057_a89-75464908_s179-75464907999998_y0_f90_1.jpg,Sedan
100_img_13-7437863120785_100-544422860969_s90_f90_y0_1_08-2020.jpg,Sedan
10104_img_13-6381273174263_100-405094984542_s90_f90_y0_1_06-2021.jpg,Pickup
10106_img_13-6765629736845_100-406347586481_s90_f90_y0_1_11-2020.jpg,Pickup
10107_img_13-6475721254358_100-40762224838_s270_f90_y0_1_09-2020.jpg,Hatchback
10109_img_13-8539105_100-569057_a89-75464908_s179-75464907999998_y0_f90_1.jpg,Sedan
10112_img_13-6265073442462_100-39392245218_s270_f90_y0_1_05-2021.jpg,SUV
10114_img_13-6539305761727_100-426232340287_s90_f90_y0_1_09-2020.jpg,MPV
1011_img_13-7082431959957_100-376071599686_s90_f90_y0_1_03-2021.jpg,Sedan
10124_img_13-809513_100-5957305_a178-1107483_s88-11074830000001_y0_f90_1.jpg,SUV
10125_img_13-7605047_100-5607467_a109-274413_s199-27441299999998_y0_f90_1.jpg,Pickup
10126_img_13-8395062_100-5580771_a105-8123232_s15-81232319999998_y0_f90_1.jpg,Sedan
10127_img_13-7086589611291_100-383280391511_s90_f90_y0_1_02-2021.jpg,Sedan
10129_img_13-7587677_100-5700913_a2-126169087_s92-126169087_y0_f90_1.jpg,Pickup
10137_img_13-7099940316701_100-399460108898_s90_f90_y0_1_02-2021.jpg,Van
10139_img_13-7828204710904_100-472989722797_s90_f90_y0_1_01-2021.jpg,Sedan
1013_img_13-7482430236809_100-563281754535_s270_f90_y0_1_03-2021.jpg,Pickup
10141_img_13-7601785_100-570265_a184-4155077_s94-41550770000003_y0_f90_1.jpg,Pickup
10142_img_13-8039711_100-5992836_a98-0430889982393_s188-04308899823928_y0_f90_1.jpg,Hatchback
10143_img_13-7822031_100-5432854_a311-4919939_s41-49199390000001_y0_f90_1.jpg,Hatchback
10145_img_13-8168267_100-5960656_a93-96274215_s3-962742149999997_y0_f90_1.jpg,MPV
10146_img_13-7081502434841_100-375151903916_s270_f90_y0_1_03-2021.jpg,SUV
10150_img_13-706767801751_100-360107908271_s90_f90_y0_1_01-2021.jpg,SUV
10151_img_13-6698727315652_100-451855242707_s270_f90_y0_1_02-2021.jpg,Sedan
10154_img_13-7088995091888_100-386135690875_s90_f90_y0_1_02-2021.jpg,Pickup
10157_img_13-7825536200591_100-473239347621_s270_f90_y0_1_02-2021.jpg,Hatchback
10158_img_13-6575678538411_100-431046410531_s90_f90_y0_1_12-2020.jpg,Sedan
10160_img_13-8235813_100-5859849_a265-7621246_s355-7621246_y0_f90_1.jpg,Sedan
10161_img_13-7072771299585_100-364299419902_s90_f90_y0_1_01-2021.jpg,Sedan
10163_img_13-8226076_100-588578_a87-91800413_s177-91800412999999_y0_f90_1.jpg,Sedan
10164_img_13-6686750182667_100-44947188958_s270_f90_y0_1_12-2020.jpg,Sedan
10166_img_13-7862898_100-5762721_a268-401007_s358-401007_y0_f90_1.jpg,Sedan
10170_img_13-7469991125241_100-405726316463_s270_f90_y0_1_03-2021.jpg,Sedan
10171_img_13-6937129326199_100-407496776019_s90_f90_y0_1_06-2021.jpg,Pickup
10172_img_13-6464458728594_100-416168123573_s270_f90_y0_1_02-2021.jpg,SUV
10173_img_13-7533993_100-5378182_a108-0890917_s198-08909169999998_y0_f90_1.jpg,Sedan
10174_img_13-6590909308691_100-434036409839_s270_f90_y0_1_02-2021.jpg,SUV
