image_name,x1,x2,y1,y2,label
bottom_right_00001.jpg,,,,,1
bottom_right_00002.jpg,,,,,4
bottom_right_00003.jpg,,,,,3
bottom_right_00004.jpg,,,,,4
bottom_right_00005.jpg,,,,,3
bottom_right_00007.jpg,,,,,6
bottom_right_00008.jpg,,,,,4
bottom_right_00009.jpg,,,,,4
bottom_right_00010.jpg,,,,,6
bottom_right_00011.jpg,,,,,4
bottom_right_00012.jpg,,,,,6
bottom_right_00013.jpg,,,,,4
bottom_right_00015.jpg,,,,,2
bottom_right_00016.jpg,,,,,1
bottom_right_00017.jpg,,,,,1
bottom_right_00018.jpg,,,,,4
bottom_right_00019.jpg,,,,,2
bottom_right_00020.jpg,,,,,5
bottom_right_00021.jpg,,,,,5
bottom_right_00023.jpg,,,,,6
bottom_right_00024.jpg,,,,,2
bottom_right_00025.jpg,,,,,4
bottom_right_00026.jpg,,,,,4
bottom_right_00027.jpg,,,,,4
bottom_right_00028.jpg,,,,,3
bottom_right_00029.jpg,,,,,1
bottom_right_00030.jpg,,,,,4
bottom_right_00031.jpg,,,,,6
bottom_right_00032.jpg,,,,,2
bottom_right_00033.jpg,,,,,5
bottom_right_00034.jpg,,,,,6
bottom_right_00035.jpg,,,,,6
bottom_right_00036.jpg,,,,,1
bottom_right_00038.jpg,,,,,5
bottom_right_00039.jpg,,,,,4
bottom_right_00040.jpg,,,,,6
bottom_right_00041.jpg,,,,,1
bottom_right_00042.jpg,,,,,2
bottom_right_00043.jpg,,,,,7
bottom_right_00045.jpg,,,,,6
bottom_right_00046.jpg,,,,,1
bottom_right_00047.jpg,,,,,4
bottom_right_00048.jpg,,,,,4
bottom_right_00049.jpg,,,,,4
bottom_right_00050.jpg,,,,,1
bottom_right_00051.jpg,,,,,3
bottom_right_00052.jpg,,,,,6
bottom_right_00053.jpg,,,,,1
bottom_right_00054.jpg,,,,,5
bottom_right_00055.jpg,,,,,1
bottom_right_00056.jpg,,,,,3
bottom_right_00057.jpg,,,,,4
bottom_right_00058.jpg,,,,,3
bottom_right_00059.jpg,,,,,3
bottom_right_00060.jpg,,,,,3
bottom_right_00061.jpg,,,,,3
bottom_right_00062.jpg,,,,,2
bottom_right_00063.jpg,,,,,1
bottom_right_00064.jpg,,,,,4
bottom_right_00066.jpg,,,,,4
bottom_right_00067.jpg,,,,,3
bottom_right_00068.jpg,,,,,3
bottom_right_00069.jpg,,,,,4
bottom_right_00070.jpg,,,,,4
bottom_right_00072.jpg,,,,,6
bottom_right_00073.jpg,,,,,3
bottom_right_00074.jpg,,,,,3
bottom_right_00075.jpg,,,,,4
bottom_right_00077.jpg,,,,,6
bottom_right_00078.jpg,,,,,1
bottom_right_00079.jpg,,,,,6
bottom_right_00080.jpg,,,,,3
bottom_right_00082.jpg,,,,,2
bottom_right_00084.jpg,,,,,7
bottom_right_00085.jpg,,,,,4
bottom_right_00086.jpg,,,,,6
bottom_right_00087.jpg,,,,,4
bottom_right_00088.jpg,,,,,2
bottom_right_00089.jpg,,,,,4
bottom_right_00090.jpg,,,,,3
bottom_right_00091.jpg,,,,,4
bottom_right_00092.jpg,,,,,4
bottom_right_00094.jpg,,,,,1
bottom_right_00095.jpg,,,,,3
bottom_right_00096.jpg,,,,,1
bottom_right_00097.jpg,,,,,5
bottom_right_00098.jpg,,,,,4
bottom_right_00099.jpg,,,,,6
bottom_right_00100.jpg,,,,,7
bottom_right_00101.jpg,,,,,2
bottom_right_00102.jpg,,,,,4
bottom_right_00103.jpg,,,,,4
bottom_right_00104.jpg,,,,,3
bottom_right_00105.jpg,,,,,6
bottom_right_00106.jpg,,,,,4
bottom_right_00107.jpg,,,,,6
bottom_right_00108.jpg,,,,,7
bottom_right_00109.jpg,,,,,6
bottom_right_00110.jpg,,,,,1
bottom_right_00111.jpg,,,,,1
bottom_right_00112.jpg,,,,,4
bottom_right_00113.jpg,,,,,6
bottom_right_00114.jpg,,,,,7
bottom_right_00116.jpg,,,,,6
bottom_right_00117.jpg,,,,,1
bottom_right_00118.jpg,,,,,4
bottom_right_00119.jpg,,,,,6
bottom_right_00121.jpg,,,,,6
bottom_right_00122.jpg,,,,,1
bottom_right_00123.jpg,,,,,1
bottom_right_00124.jpg,,,,,3
bottom_right_00125.jpg,,,,,4
bottom_right_00126.jpg,,,,,5
bottom_right_00127.jpg,,,,,5
bottom_right_00128.jpg,,,,,1
bottom_right_00129.jpg,,,,,4
bottom_right_00130.jpg,,,,,6
bottom_right_00131.jpg,,,,,1
bottom_right_00132.jpg,,,,,6
bottom_right_00133.jpg,,,,,4
bottom_right_00135.jpg,,,,,6
bottom_right_00136.jpg,,,,,3
bottom_right_00137.jpg,,,,,2
bottom_right_00138.jpg,,,,,5
bottom_right_00139.jpg,,,,,4
bottom_right_00140.jpg,,,,,2
bottom_right_00141.jpg,,,,,4
bottom_right_00142.jpg,,,,,5
bottom_right_00143.jpg,,,,,6
bottom_right_00144.jpg,,,,,7
bottom_right_00145.jpg,,,,,4
bottom_right_00146.jpg,,,,,1
bottom_right_00147.jpg,,,,,6
bottom_right_00148.jpg,,,,,4
bottom_right_00149.jpg,,,,,3
bottom_right_00151.jpg,,,,,4
bottom_right_00152.jpg,,,,,5
bottom_right_00155.jpg,,,,,6
bottom_right_00157.jpg,,,,,4
bottom_right_00159.jpg,,,,,4
bottom_right_00160.jpg,,,,,1
bottom_right_00161.jpg,,,,,4
bottom_right_00162.jpg,,,,,4
bottom_right_00163.jpg,,,,,6
bottom_right_00164.jpg,,,,,6
bottom_right_00167.jpg,,,,,4
bottom_right_00168.jpg,,,,,4
bottom_right_00169.jpg,,,,,7
bottom_right_00170.jpg,,,,,7
bottom_right_00171.jpg,,,,,2
bottom_right_00172.jpg,,,,,1
bottom_right_00173.jpg,,,,,6
bottom_right_00174.jpg,,,,,3
bottom_right_00175.jpg,,,,,7
bottom_right_00176.jpg,,,,,5
bottom_right_00177.jpg,,,,,6
bottom_right_00178.jpg,,,,,3
bottom_right_00179.jpg,,,,,6
bottom_right_00180.jpg,,,,,6
bottom_right_00181.jpg,,,,,5
bottom_right_00182.jpg,,,,,2
bottom_right_00185.jpg,,,,,6
bottom_right_00186.jpg,,,,,3
bottom_right_00187.jpg,,,,,1
bottom_right_00188.jpg,,,,,5
bottom_right_00189.jpg,,,,,2
bottom_right_00191.jpg,,,,,6
bottom_right_00192.jpg,,,,,6
bottom_right_00193.jpg,,,,,6
bottom_right_00194.jpg,,,,,4
bottom_right_00196.jpg,,,,,2
bottom_right_00197.jpg,,,,,6
bottom_right_00198.jpg,,,,,1
bottom_right_00199.jpg,,,,,2
bottom_right_00200.jpg,,,,,4
bottom_right_00202.jpg,,,,,3
bottom_right_00203.jpg,,,,,4
bottom_right_00204.jpg,,,,,1
bottom_right_00205.jpg,,,,,4
bottom_right_00206.jpg,,,,,1
bottom_right_00207.jpg,,,,,5
bottom_right_00209.jpg,,,,,4
bottom_right_00210.jpg,,,,,4
bottom_right_00211.jpg,,,,,4
bottom_right_00212.jpg,,,,,1
bottom_right_00213.jpg,,,,,6
bottom_right_00214.jpg,,,,,3
bottom_right_00215.jpg,,,,,1
bottom_right_00216.jpg,,,,,7
bottom_right_00223.jpg,,,,,2
bottom_right_00224.jpg,,,,,7
bottom_right_00225.jpg,,,,,6
bottom_right_00226.jpg,,,,,3
bottom_right_00227.jpg,,,,,4
bottom_right_00228.jpg,,,,,1
bottom_right_00229.jpg,,,,,4
bottom_right_00230.jpg,,,,,2
bottom_right_00231.jpg,,,,,3
bottom_right_00233.jpg,,,,,4
bottom_right_00234.jpg,,,,,6
bottom_right_00235.jpg,,,,,3
bottom_right_00236.jpg,,,,,2
bottom_right_00237.jpg,,,,,3
bottom_right_00238.jpg,,,,,4
bottom_right_00239.jpg,,,,,4
