image_name,x1,x2,y1,y2,label
gaussian_blur_00001.jpg,,,,,1
gaussian_blur_00002.jpg,,,,,4
gaussian_blur_00003.jpg,,,,,3
gaussian_blur_00004.jpg,,,,,4
gaussian_blur_00005.jpg,,,,,3
gaussian_blur_00007.jpg,,,,,6
gaussian_blur_00008.jpg,,,,,4
gaussian_blur_00009.jpg,,,,,4
gaussian_blur_00010.jpg,,,,,6
gaussian_blur_00011.jpg,,,,,4
gaussian_blur_00012.jpg,,,,,6
gaussian_blur_00013.jpg,,,,,4
gaussian_blur_00015.jpg,,,,,2
gaussian_blur_00016.jpg,,,,,1
gaussian_blur_00017.jpg,,,,,1
gaussian_blur_00018.jpg,,,,,4
gaussian_blur_00019.jpg,,,,,2
gaussian_blur_00020.jpg,,,,,5
gaussian_blur_00021.jpg,,,,,5
gaussian_blur_00023.jpg,,,,,6
gaussian_blur_00024.jpg,,,,,2
gaussian_blur_00025.jpg,,,,,4
gaussian_blur_00026.jpg,,,,,4
gaussian_blur_00027.jpg,,,,,4
gaussian_blur_00028.jpg,,,,,3
gaussian_blur_00029.jpg,,,,,1
gaussian_blur_00030.jpg,,,,,4
gaussian_blur_00031.jpg,,,,,6
gaussian_blur_00032.jpg,,,,,2
gaussian_blur_00033.jpg,,,,,5
gaussian_blur_00034.jpg,,,,,6
gaussian_blur_00035.jpg,,,,,6
gaussian_blur_00036.jpg,,,,,1
gaussian_blur_00038.jpg,,,,,5
gaussian_blur_00039.jpg,,,,,4
gaussian_blur_00040.jpg,,,,,6
gaussian_blur_00041.jpg,,,,,1
gaussian_blur_00042.jpg,,,,,2
gaussian_blur_00043.jpg,,,,,7
gaussian_blur_00045.jpg,,,,,6
gaussian_blur_00046.jpg,,,,,1
gaussian_blur_00047.jpg,,,,,4
gaussian_blur_00048.jpg,,,,,4
gaussian_blur_00049.jpg,,,,,4
gaussian_blur_00050.jpg,,,,,1
gaussian_blur_00051.jpg,,,,,3
gaussian_blur_00052.jpg,,,,,6
gaussian_blur_00053.jpg,,,,,1
gaussian_blur_00054.jpg,,,,,5
gaussian_blur_00055.jpg,,,,,1
gaussian_blur_00056.jpg,,,,,3
gaussian_blur_00057.jpg,,,,,4
gaussian_blur_00058.jpg,,,,,3
gaussian_blur_00059.jpg,,,,,3
gaussian_blur_00060.jpg,,,,,3
gaussian_blur_00061.jpg,,,,,3
gaussian_blur_00062.jpg,,,,,2
gaussian_blur_00063.jpg,,,,,1
gaussian_blur_00064.jpg,,,,,4
gaussian_blur_00066.jpg,,,,,4
gaussian_blur_00067.jpg,,,,,3
gaussian_blur_00068.jpg,,,,,3
gaussian_blur_00069.jpg,,,,,4
gaussian_blur_00070.jpg,,,,,4
gaussian_blur_00072.jpg,,,,,6
gaussian_blur_00073.jpg,,,,,3
gaussian_blur_00074.jpg,,,,,3
gaussian_blur_00075.jpg,,,,,4
gaussian_blur_00077.jpg,,,,,6
gaussian_blur_00078.jpg,,,,,1
gaussian_blur_00079.jpg,,,,,6
gaussian_blur_00080.jpg,,,,,3
gaussian_blur_00082.jpg,,,,,2
gaussian_blur_00084.jpg,,,,,7
gaussian_blur_00085.jpg,,,,,4
gaussian_blur_00086.jpg,,,,,6
gaussian_blur_00087.jpg,,,,,4
gaussian_blur_00088.jpg,,,,,2
gaussian_blur_00089.jpg,,,,,4
gaussian_blur_00090.jpg,,,,,3
gaussian_blur_00091.jpg,,,,,4
gaussian_blur_00092.jpg,,,,,4
gaussian_blur_00094.jpg,,,,,1
gaussian_blur_00095.jpg,,,,,3
gaussian_blur_00096.jpg,,,,,1
gaussian_blur_00097.jpg,,,,,5
gaussian_blur_00098.jpg,,,,,4
gaussian_blur_00099.jpg,,,,,6
gaussian_blur_00100.jpg,,,,,7
gaussian_blur_00101.jpg,,,,,2
gaussian_blur_00102.jpg,,,,,4
gaussian_blur_00103.jpg,,,,,4
gaussian_blur_00104.jpg,,,,,3
gaussian_blur_00105.jpg,,,,,6
gaussian_blur_00106.jpg,,,,,4
gaussian_blur_00107.jpg,,,,,6
gaussian_blur_00108.jpg,,,,,7
gaussian_blur_00109.jpg,,,,,6
gaussian_blur_00110.jpg,,,,,1
gaussian_blur_00111.jpg,,,,,1
gaussian_blur_00112.jpg,,,,,4
gaussian_blur_00113.jpg,,,,,6
gaussian_blur_00114.jpg,,,,,7
gaussian_blur_00116.jpg,,,,,6
gaussian_blur_00117.jpg,,,,,1
gaussian_blur_00118.jpg,,,,,4
gaussian_blur_00119.jpg,,,,,6
gaussian_blur_00121.jpg,,,,,6
gaussian_blur_00122.jpg,,,,,1
gaussian_blur_00123.jpg,,,,,1
gaussian_blur_00124.jpg,,,,,3
gaussian_blur_00125.jpg,,,,,4
gaussian_blur_00126.jpg,,,,,5
gaussian_blur_00127.jpg,,,,,5
gaussian_blur_00128.jpg,,,,,1
gaussian_blur_00129.jpg,,,,,4
gaussian_blur_00130.jpg,,,,,6
gaussian_blur_00131.jpg,,,,,1
gaussian_blur_00132.jpg,,,,,6
gaussian_blur_00133.jpg,,,,,4
gaussian_blur_00135.jpg,,,,,6
gaussian_blur_00136.jpg,,,,,3
gaussian_blur_00137.jpg,,,,,2
gaussian_blur_00138.jpg,,,,,5
gaussian_blur_00139.jpg,,,,,4
gaussian_blur_00140.jpg,,,,,2
gaussian_blur_00141.jpg,,,,,4
gaussian_blur_00142.jpg,,,,,5
gaussian_blur_00143.jpg,,,,,6
gaussian_blur_00144.jpg,,,,,7
gaussian_blur_00145.jpg,,,,,4
gaussian_blur_00146.jpg,,,,,1
gaussian_blur_00147.jpg,,,,,6
gaussian_blur_00148.jpg,,,,,4
gaussian_blur_00149.jpg,,,,,3
gaussian_blur_00151.jpg,,,,,4
gaussian_blur_00152.jpg,,,,,5
gaussian_blur_00155.jpg,,,,,6
gaussian_blur_00157.jpg,,,,,4
gaussian_blur_00159.jpg,,,,,4
gaussian_blur_00160.jpg,,,,,1
gaussian_blur_00161.jpg,,,,,4
gaussian_blur_00162.jpg,,,,,4
gaussian_blur_00163.jpg,,,,,6
gaussian_blur_00164.jpg,,,,,6
gaussian_blur_00167.jpg,,,,,4
gaussian_blur_00168.jpg,,,,,4
gaussian_blur_00169.jpg,,,,,7
gaussian_blur_00170.jpg,,,,,7
gaussian_blur_00171.jpg,,,,,2
gaussian_blur_00172.jpg,,,,,1
gaussian_blur_00173.jpg,,,,,6
gaussian_blur_00174.jpg,,,,,3
gaussian_blur_00175.jpg,,,,,7
gaussian_blur_00176.jpg,,,,,5
gaussian_blur_00177.jpg,,,,,6
gaussian_blur_00178.jpg,,,,,3
gaussian_blur_00179.jpg,,,,,6
